age,occupation,maritalStatus,education,creditDefault,housingLoan,personalLoan,contactMode,month,dayOfWeek,duration,campaign,pdays,previous,poutcome,subscribed
46,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,145,1,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,348,3,999,0,nonexistent,no
56,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,263,7,999,0,nonexistent,no
33,housemaid,married,high.school,no,yes,no,cellular,aug,mon,101,3,999,0,nonexistent,no
59,retired,married,professional.course,no,no,no,cellular,nov,thu,117,1,999,0,nonexistent,no
33,technician,married,professional.course,no,yes,no,cellular,aug,fri,56,2,999,0,nonexistent,no
49,blue-collar,married,unknown,unknown,no,no,telephone,may,thu,246,2,999,0,nonexistent,no
81,retired,divorced,basic.4y,no,yes,no,cellular,oct,thu,158,1,999,1,failure,no
29,admin.,single,university.degree,no,yes,no,cellular,may,wed,133,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,yes,no,telephone,jun,wed,355,1,999,0,nonexistent,no
85,housemaid,married,basic.4y,unknown,yes,no,cellular,apr,tue,167,1,6,2,success,yes
32,self-employed,single,university.degree,no,yes,no,cellular,aug,fri,118,5,999,0,nonexistent,no
49,services,married,high.school,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,no
32,technician,married,university.degree,no,no,no,cellular,jul,wed,124,1,999,0,nonexistent,no
30,unemployed,single,basic.4y,unknown,no,yes,cellular,jul,tue,489,1,999,0,nonexistent,no
44,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,25,6,999,0,nonexistent,no
42,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,145,2,999,0,nonexistent,no
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,334,2,999,0,nonexistent,no
34,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,359,1,999,0,nonexistent,no
40,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,112,4,999,0,nonexistent,no
82,retired,married,university.degree,no,yes,yes,cellular,oct,tue,63,1,999,1,failure,no
50,blue-collar,married,university.degree,unknown,no,no,cellular,nov,fri,108,1,999,0,nonexistent,no
52,admin.,divorced,unknown,no,no,no,cellular,aug,tue,228,5,999,0,nonexistent,no
29,technician,married,university.degree,no,no,yes,cellular,jul,thu,525,1,999,0,nonexistent,no
36,technician,married,professional.course,no,yes,no,cellular,may,mon,16,5,999,0,nonexistent,no
50,unemployed,married,basic.4y,unknown,yes,no,telephone,may,mon,272,1,999,0,nonexistent,no
39,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,31,3,999,0,nonexistent,no
30,services,married,high.school,no,no,no,cellular,jul,mon,474,1,999,0,nonexistent,no
40,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,245,4,999,0,nonexistent,no
50,services,married,unknown,no,yes,no,cellular,aug,thu,90,2,999,0,nonexistent,no
74,retired,married,professional.course,no,yes,no,cellular,oct,thu,96,2,3,1,success,no
54,management,married,university.degree,no,no,no,cellular,nov,tue,244,3,999,0,nonexistent,no
30,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,152,2,999,0,nonexistent,no
42,technician,divorced,professional.course,no,no,no,cellular,apr,tue,615,1,999,1,failure,no
59,entrepreneur,divorced,high.school,no,no,no,telephone,may,fri,143,1,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,207,4,999,0,nonexistent,no
31,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,142,2,999,0,nonexistent,no
46,blue-collar,married,unknown,unknown,no,no,telephone,may,fri,67,1,999,0,nonexistent,no
41,entrepreneur,divorced,professional.course,no,yes,yes,cellular,jul,thu,109,5,999,0,nonexistent,no
41,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,141,1,999,0,nonexistent,no
31,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,127,7,999,0,nonexistent,no
47,technician,married,basic.9y,no,yes,no,cellular,jul,mon,502,2,999,0,nonexistent,no
44,admin.,married,professional.course,no,no,no,cellular,nov,mon,200,1,999,1,failure,no
29,unemployed,divorced,university.degree,no,yes,no,cellular,jul,mon,148,2,999,0,nonexistent,no
28,admin.,married,high.school,no,no,no,cellular,may,fri,35,3,999,1,failure,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,86,1,999,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,145,1,999,0,nonexistent,no
48,admin.,married,high.school,no,no,no,cellular,may,fri,322,1,999,0,nonexistent,no
30,admin.,married,high.school,no,no,no,cellular,apr,mon,566,1,999,0,nonexistent,no
46,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,143,2,999,0,nonexistent,no
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,23,6,999,1,failure,no
39,technician,divorced,high.school,no,yes,no,telephone,may,fri,15,11,999,0,nonexistent,no
59,technician,married,basic.6y,unknown,no,no,telephone,may,thu,24,16,999,0,nonexistent,no
40,admin.,married,university.degree,unknown,yes,no,cellular,nov,wed,562,1,999,0,nonexistent,no
44,management,married,high.school,unknown,yes,no,cellular,jul,mon,102,6,999,0,nonexistent,no
47,services,married,high.school,unknown,no,no,telephone,jun,wed,311,1,999,0,nonexistent,no
27,admin.,single,high.school,no,yes,no,cellular,may,mon,156,1,999,0,nonexistent,no
53,technician,married,professional.course,no,yes,no,cellular,may,tue,57,2,999,0,nonexistent,no
37,blue-collar,married,basic.6y,no,yes,no,telephone,nov,mon,99,3,999,0,nonexistent,no
40,management,married,high.school,no,no,no,cellular,may,fri,253,1,999,1,failure,no
32,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,228,4,999,0,nonexistent,no
51,services,divorced,high.school,no,no,no,cellular,nov,tue,119,1,999,1,failure,no
24,technician,single,basic.6y,no,no,no,cellular,jul,thu,75,3,999,0,nonexistent,no
32,services,married,high.school,unknown,yes,no,telephone,may,fri,445,1,999,0,nonexistent,no
28,admin.,single,high.school,no,yes,no,cellular,may,thu,203,1,999,0,nonexistent,no
55,admin.,divorced,unknown,unknown,no,no,cellular,may,mon,178,2,999,0,nonexistent,no
41,admin.,married,university.degree,no,yes,no,cellular,apr,fri,961,6,999,0,nonexistent,yes
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,149,6,999,0,nonexistent,no
33,blue-collar,single,professional.course,no,no,no,cellular,apr,tue,221,2,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,198,1,999,0,nonexistent,no
56,retired,married,basic.4y,no,yes,no,cellular,aug,wed,240,1,999,0,nonexistent,no
31,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,mon,280,4,999,0,nonexistent,no
35,technician,single,university.degree,unknown,yes,yes,cellular,apr,mon,378,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,226,5,999,0,nonexistent,no
22,blue-collar,single,basic.9y,no,yes,no,telephone,jul,mon,110,7,999,0,nonexistent,no
41,unknown,married,unknown,no,yes,yes,cellular,aug,mon,653,2,999,0,nonexistent,no
47,technician,married,basic.6y,no,yes,no,cellular,nov,thu,223,1,999,0,nonexistent,no
36,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,135,1,999,0,nonexistent,no
35,admin.,married,high.school,unknown,yes,yes,telephone,may,tue,236,1,999,0,nonexistent,no
24,management,single,university.degree,no,no,no,cellular,may,thu,121,6,999,0,nonexistent,no
36,management,married,university.degree,no,yes,no,cellular,mar,thu,141,1,999,1,failure,no
55,technician,single,professional.course,no,yes,yes,cellular,mar,mon,217,2,999,0,nonexistent,yes
33,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,47,1,999,0,nonexistent,no
31,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,73,1,999,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,838,1,999,0,nonexistent,yes
44,blue-collar,married,basic.6y,unknown,yes,yes,cellular,jul,tue,188,2,999,0,nonexistent,no
43,admin.,divorced,high.school,no,no,no,cellular,jul,wed,764,4,999,0,nonexistent,yes
40,services,married,basic.4y,unknown,yes,no,cellular,jul,wed,205,1,999,0,nonexistent,no
50,admin.,married,high.school,no,no,no,telephone,jun,tue,58,1,999,0,nonexistent,no
38,housemaid,married,basic.6y,unknown,yes,no,telephone,may,fri,153,4,999,0,nonexistent,no
42,technician,married,basic.9y,no,no,no,cellular,apr,mon,441,4,999,0,nonexistent,no
33,admin.,married,high.school,no,no,no,telephone,jun,thu,11,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,may,wed,74,2,999,0,nonexistent,no
46,admin.,single,high.school,no,yes,yes,cellular,may,mon,65,2,999,0,nonexistent,no
58,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,70,1,999,0,nonexistent,no
76,retired,married,university.degree,no,yes,no,cellular,dec,wed,258,1,999,0,nonexistent,no
48,management,married,university.degree,unknown,yes,no,telephone,may,thu,293,2,999,0,nonexistent,no
31,admin.,married,high.school,no,no,no,cellular,apr,thu,125,2,999,0,nonexistent,no
59,admin.,married,university.degree,unknown,no,no,cellular,nov,fri,140,2,999,1,failure,no
42,admin.,married,university.degree,no,no,no,cellular,aug,tue,68,2,999,0,nonexistent,no
49,unemployed,married,basic.6y,unknown,no,no,cellular,apr,mon,68,5,999,1,failure,no
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,86,2,999,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,wed,117,2,999,0,nonexistent,no
31,student,single,unknown,no,unknown,unknown,cellular,sep,wed,708,2,6,2,success,yes
34,technician,married,high.school,unknown,yes,no,cellular,aug,mon,48,5,999,0,nonexistent,no
54,technician,married,university.degree,no,yes,no,cellular,aug,fri,325,1,4,1,success,no
37,unemployed,married,university.degree,no,unknown,unknown,cellular,may,fri,34,1,999,0,nonexistent,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,160,1,999,0,nonexistent,no
49,retired,married,basic.9y,no,no,no,telephone,jun,fri,217,4,999,0,nonexistent,no
31,entrepreneur,married,high.school,no,yes,no,telephone,jun,fri,100,3,999,0,nonexistent,no
27,self-employed,single,university.degree,no,no,no,telephone,oct,fri,24,1,999,0,nonexistent,no
42,housemaid,married,basic.4y,no,yes,no,telephone,may,mon,130,1,999,0,nonexistent,no
34,management,married,university.degree,no,no,no,cellular,nov,wed,363,2,999,0,nonexistent,no
56,services,married,high.school,no,no,no,telephone,nov,thu,871,3,999,0,nonexistent,yes
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,67,1,999,0,nonexistent,no
26,admin.,single,university.degree,no,yes,no,cellular,jul,fri,174,2,999,0,nonexistent,no
39,technician,married,professional.course,no,yes,no,cellular,may,fri,346,1,999,1,failure,no
36,admin.,married,high.school,no,no,no,cellular,apr,mon,658,1,999,0,nonexistent,no
55,admin.,single,university.degree,unknown,yes,yes,telephone,may,wed,415,1,999,0,nonexistent,no
48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,2139,3,999,0,nonexistent,yes
53,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,518,1,999,0,nonexistent,no
43,services,divorced,high.school,no,yes,no,cellular,jul,mon,140,2,999,0,nonexistent,no
37,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,94,3,999,0,nonexistent,no
37,technician,single,high.school,no,yes,no,telephone,apr,thu,63,2,999,2,failure,no
30,technician,single,university.degree,unknown,no,no,cellular,aug,mon,131,2,999,0,nonexistent,no
38,admin.,single,basic.9y,no,no,no,cellular,may,thu,275,2,999,0,nonexistent,yes
36,services,single,high.school,no,no,no,cellular,nov,thu,105,1,999,0,nonexistent,no
39,admin.,divorced,high.school,unknown,yes,no,cellular,jul,wed,77,1,999,0,nonexistent,no
54,services,single,high.school,unknown,no,no,telephone,may,fri,85,2,999,0,nonexistent,no
42,admin.,divorced,high.school,no,yes,yes,cellular,apr,fri,57,1,999,0,nonexistent,no
31,admin.,divorced,high.school,no,yes,no,cellular,may,thu,66,2,999,1,failure,no
25,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,149,2,999,0,nonexistent,no
31,housemaid,divorced,high.school,no,yes,no,telephone,may,fri,428,1,999,0,nonexistent,no
64,retired,married,high.school,no,yes,no,cellular,dec,wed,354,1,999,0,nonexistent,yes
52,retired,married,basic.4y,unknown,no,no,cellular,apr,thu,204,1,999,1,failure,no
44,entrepreneur,married,high.school,no,yes,no,telephone,may,thu,181,2,999,0,nonexistent,no
63,retired,married,unknown,no,no,no,telephone,apr,wed,185,1,999,0,nonexistent,no
42,entrepreneur,married,basic.4y,unknown,no,no,cellular,may,mon,120,2,999,1,failure,no
38,entrepreneur,married,professional.course,no,yes,no,telephone,nov,wed,519,2,999,0,nonexistent,no
35,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,126,2,999,0,nonexistent,no
39,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,48,8,999,0,nonexistent,no
39,admin.,married,university.degree,unknown,no,no,telephone,may,fri,302,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,72,5,999,0,nonexistent,no
32,services,married,high.school,unknown,yes,no,telephone,may,wed,127,2,999,0,nonexistent,no
35,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,fri,153,1,999,1,failure,no
45,management,married,unknown,unknown,yes,no,telephone,jun,wed,171,3,999,0,nonexistent,no
35,technician,divorced,professional.course,no,no,yes,telephone,may,fri,102,3,999,0,nonexistent,no
47,self-employed,married,professional.course,no,no,no,telephone,may,mon,446,2,999,0,nonexistent,no
37,technician,married,university.degree,unknown,yes,yes,cellular,aug,mon,108,4,999,0,nonexistent,no
44,technician,married,university.degree,no,yes,no,telephone,jun,wed,712,1,6,3,failure,yes
50,technician,married,university.degree,no,no,no,cellular,jul,fri,146,1,999,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,telephone,may,mon,136,2,999,0,nonexistent,no
28,technician,single,high.school,no,unknown,unknown,cellular,oct,wed,84,1,6,1,success,yes
52,blue-collar,married,unknown,unknown,yes,no,telephone,jun,thu,118,4,999,0,nonexistent,no
30,entrepreneur,divorced,high.school,no,no,no,telephone,nov,fri,61,3,999,1,failure,no
28,blue-collar,single,basic.9y,unknown,no,yes,telephone,may,fri,137,1,999,0,nonexistent,no
37,admin.,single,university.degree,no,no,no,cellular,aug,mon,102,2,999,0,nonexistent,no
50,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,106,1,999,0,nonexistent,no
27,services,single,high.school,no,yes,no,telephone,may,fri,167,4,999,0,nonexistent,no
34,management,divorced,university.degree,no,yes,no,cellular,jul,tue,1228,6,999,0,nonexistent,yes
60,admin.,single,high.school,no,no,no,telephone,jun,fri,118,1,999,0,nonexistent,no
51,housemaid,married,high.school,unknown,yes,yes,cellular,jul,fri,454,1,999,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,19,11,999,0,nonexistent,no
51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,fri,253,1,999,0,nonexistent,no
41,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,432,1,999,0,nonexistent,no
26,technician,married,university.degree,no,no,no,telephone,may,mon,523,1,999,0,nonexistent,no
45,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,167,5,999,0,nonexistent,no
59,technician,married,university.degree,no,yes,no,cellular,oct,mon,511,3,999,1,failure,yes
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,50,3,999,0,nonexistent,no
38,technician,married,professional.course,no,no,no,cellular,aug,mon,923,1,999,1,failure,yes
51,technician,married,professional.course,no,yes,yes,cellular,apr,thu,200,1,999,0,nonexistent,yes
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,228,1,999,0,nonexistent,no
49,blue-collar,married,high.school,unknown,no,no,cellular,aug,thu,189,1,999,0,nonexistent,no
36,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,239,2,999,0,nonexistent,no
58,housemaid,married,basic.4y,no,yes,no,cellular,may,mon,144,1,999,0,nonexistent,no
42,services,married,university.degree,no,yes,no,cellular,apr,mon,257,1,999,0,nonexistent,no
56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,176,7,999,0,nonexistent,no
34,admin.,single,high.school,no,no,yes,telephone,jun,wed,129,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,769,4,999,0,nonexistent,no
47,services,single,high.school,no,yes,no,cellular,jul,tue,43,1,999,0,nonexistent,no
31,housemaid,single,university.degree,no,yes,no,cellular,aug,tue,348,1,999,0,nonexistent,no
28,services,married,high.school,no,no,no,cellular,jul,wed,240,2,999,0,nonexistent,no
32,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,104,1,999,0,nonexistent,no
43,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,175,3,999,0,nonexistent,no
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,233,1,999,0,nonexistent,no
37,technician,single,university.degree,no,yes,no,cellular,may,tue,464,3,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,184,1,999,0,nonexistent,no
29,admin.,married,university.degree,no,yes,no,telephone,may,thu,203,1,999,0,nonexistent,no
56,unemployed,married,basic.9y,no,no,no,cellular,may,mon,540,1,999,1,failure,yes
42,technician,married,professional.course,no,no,no,telephone,aug,mon,79,1,999,0,nonexistent,no
27,technician,single,basic.9y,no,no,yes,cellular,apr,wed,335,2,999,0,nonexistent,no
40,admin.,married,unknown,no,no,no,telephone,may,thu,387,4,999,0,nonexistent,no
66,blue-collar,married,unknown,no,yes,no,cellular,may,wed,171,2,6,2,success,yes
49,admin.,divorced,university.degree,no,no,no,telephone,may,tue,216,1,999,0,nonexistent,no
38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,559,1,999,0,nonexistent,no
30,student,single,professional.course,no,no,no,cellular,sep,mon,162,2,9,2,failure,no
46,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,111,1,999,0,nonexistent,no
